Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%),Latitude,Longitude
2024,41590,46468.0,6468.0,Fairvale High School,Fairfield West,NSW,2165,Government,Secondary,School Single Entity,Individual Reporting,https://fairvale-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,917.0,14.0,66.0,22.0,9.0,3.0,111.0,116.0,27.0,23.4,1326.0,627.0,699.0,1326.0,2.0,93.0,7.0,0.0,-33.873614,150.929459
2024,41591,46382.0,6382.0,James Busby High School,Green Valley,NSW,2168,Government,Secondary,School Single Entity,Individual Reporting,https://jamesbusby-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,905.0,11.0,71.0,21.0,7.0,1.0,66.0,63.0,26.0,19.5,542.0,230.0,312.0,542.0,6.0,80.0,20.0,0.0,-33.91011,150.873427
2024,41592,46505.0,6505.0,Casula High School,Casula,NSW,2170,Government,Secondary,School Single Entity,Individual Reporting,https://casula-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,953.0,26.0,53.0,28.0,15.0,4.0,85.0,90.7,26.0,19.4,1240.0,561.0,679.0,1240.0,4.0,78.0,22.0,0.0,-33.95123,150.8937
2024,41593,46384.0,6384.0,Hoxton Park High School,Hinchinbrook,NSW,2168,Government,Secondary,School Single Entity,Individual Reporting,https://hoxtonpark-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,943.0,22.0,55.0,30.0,12.0,3.0,65.0,69.9,17.0,15.5,889.0,412.0,477.0,888.6,4.0,82.0,18.0,0.0,-33.92,150.86162
2024,41594,46504.0,6504.0,Airds High School,Campbelltown,NSW,2560,Government,Secondary,School Single Entity,Individual Reporting,https://airds-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,880.0,7.0,68.0,21.0,9.0,3.0,54.0,58.7,22.0,17.1,521.0,249.0,272.0,517.6,29.0,35.0,65.0,0.0,-34.086883,150.827109
2024,41595,46507.0,6507.0,James Meehan High School,Macquarie Fields,NSW,2564,Government,Secondary,School Single Entity,Individual Reporting,https://jamesmeeha-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,871.0,6.0,76.0,17.0,5.0,1.0,41.0,45.5,18.0,14.8,385.0,184.0,201.0,385.0,21.0,45.0,55.0,0.0,-33.988351,150.892287
2024,41596,46386.0,6386.0,Moorebank High School,Moorebank,NSW,2170,Government,Secondary,School Single Entity,Individual Reporting,https://moorebank-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,1024.0,58.0,28.0,29.0,28.0,15.0,70.0,75.2,19.0,16.2,1021.0,466.0,555.0,1020.8,1.0,82.0,18.0,0.0,-33.925772,150.958685
2024,41597,50224.0,10224.0,Elderslie High School,Elderslie,NSW,2570,Government,Secondary,School Single Entity,Individual Reporting,https://elderslie-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,987.0,41.0,37.0,34.0,22.0,7.0,70.0,70.3,19.0,19.5,861.0,421.0,440.0,861.0,7.0,19.0,81.0,0.0,-34.052603,150.715295
2024,41598,46387.0,6387.0,St Johns Park High School,St Johns Park,NSW,2176,Government,Secondary,School Single Entity,Individual Reporting,https://stjohnspk-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,928.0,17.0,61.0,24.0,12.0,3.0,74.0,78.3,25.0,19.0,953.0,435.0,518.0,951.4,2.0,91.0,9.0,0.0,-33.873073,150.892002
2024,41599,46508.0,6508.0,Leumeah High School,Leumeah,NSW,2560,Government,Secondary,School Single Entity,Individual Reporting,https://leumeah-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,963.0,30.0,48.0,30.0,17.0,5.0,58.0,59.1,13.0,13.9,690.0,324.0,366.0,690.0,8.0,46.0,54.0,0.0,-34.054339,150.84737
2024,41600,47783.0,7783.0,Concord High School,Concord,NSW,2137,Government,Secondary,School Single Entity,Individual Reporting,https://concord-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,1071.0,76.0,13.0,25.0,34.0,28.0,88.0,85.1,20.0,14.8,1251.0,459.0,792.0,1249.8,1.0,71.0,29.0,0.0,-33.86437872,151.1090118
2024,41601,46467.0,6467.0,Fairfield High School,Fairfield,NSW,2165,Government,Secondary,School Single Entity,Individual Reporting,https://fairfield-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,891.0,9.0,72.0,17.0,9.0,2.0,98.0,108.9,41.0,29.4,1096.0,499.0,597.0,1096.0,1.0,94.0,6.0,0.0,-33.865214,150.958647
2024,41602,56314.0,16314.0,Sarah Redfern High School,Minto,NSW,2566,Government,Secondary,School Single Entity,Individual Reporting,https://sarahredfe-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,954.0,26.0,50.0,27.0,17.0,6.0,51.0,58.3,12.0,16.3,663.0,306.0,357.0,663.0,9.0,67.0,33.0,0.0,-34.026782,150.85088
2024,41603,46510.0,6510.0,Macquarie Fields High School,Macquarie Fields,NSW,2564,Government,Secondary,School Single Entity,Individual Reporting,https://macfields-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,1075.0,77.0,15.0,21.0,32.0,32.0,77.0,79.6,20.0,17.6,1126.0,553.0,573.0,1121.0,1.0,87.0,13.0,0.0,-33.996784,150.884901
2024,41604,54946.0,14946.0,Prairiewood High School,Prairiewood,NSW,2176,Government,Secondary,School Single Entity,Individual Reporting,https://prairiewoo-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,981.0,38.0,44.0,26.0,18.0,11.0,95.0,95.8,23.0,19.8,1303.0,628.0,675.0,1300.0,2.0,87.0,13.0,0.0,-33.85948,150.901709
2024,41605,56185.0,16185.0,Holsworthy High School,Holsworthy,NSW,2173,Government,Secondary,School Single Entity,Individual Reporting,https://holsworthy-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,990.0,42.0,36.0,34.0,22.0,8.0,50.0,54.2,22.0,14.3,649.0,324.0,325.0,648.2,7.0,39.0,61.0,0.0,-33.955528,150.95232
2024,41606,46506.0,6506.0,Eagle Vale High School,Eagle Vale,NSW,2558,Government,Secondary,School Single Entity,Individual Reporting,https://eaglevale-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,917.0,14.0,64.0,25.0,8.0,2.0,59.0,59.6,21.0,17.1,578.0,278.0,300.0,578.0,10.0,49.0,51.0,0.0,-34.039942,150.803543
2024,41607,54941.0,14941.0,Ambarvale High School,Rosemeadow,NSW,2560,Government,Secondary,School Single Entity,Individual Reporting,https://ambarvale-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,921.0,15.0,61.0,26.0,10.0,2.0,63.0,69.7,18.0,20.0,793.0,364.0,429.0,793.0,16.0,36.0,64.0,0.0,-34.10058137,150.8006123
2024,41608,56171.0,16171.0,Robert Townson High School,Raby,NSW,2566,Government,Secondary,School Single Entity,Individual Reporting,https://roberttown-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,959.0,28.0,51.0,29.0,14.0,6.0,55.0,64.3,20.0,15.1,776.0,371.0,405.0,776.0,7.0,60.0,40.0,0.0,-34.01533,150.817995
2024,41609,54943.0,14943.0,Bossley Park High School,Bossley Park,NSW,2176,Government,Secondary,School Single Entity,Individual Reporting,https://bossleypk-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,964.0,31.0,48.0,30.0,17.0,5.0,90.0,88.7,27.0,19.9,1161.0,546.0,615.0,1160.8,1.0,81.0,19.0,0.0,-33.87091327,150.8747396
2024,41610,55114.0,15114.0,Elizabeth Macarthur High School,Narellan,NSW,2567,Government,Secondary,School Single Entity,Individual Reporting,https://elizabeth-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,1013.0,53.0,29.0,32.0,26.0,13.0,91.0,90.5,20.0,16.6,1355.0,687.0,668.0,1355.0,6.0,36.0,64.0,0.0,-34.057072,150.740091
2024,41611,54975.0,14975.0,Thomas Reddall High School,Ambarvale,NSW,2560,Government,Secondary,School Single Entity,Individual Reporting,https://thomasredd-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,911.0,13.0,63.0,23.0,10.0,3.0,50.0,50.8,17.0,15.2,453.0,210.0,243.0,453.0,18.0,38.0,62.0,0.0,-34.08177867,150.8028681
2024,41612,46391.0,6391.0,Belmore Boys High School,Belmore,NSW,2192,Government,Secondary,School Single Entity,Individual Reporting,https://belmoreboy-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,949.0,24.0,55.0,27.0,14.0,4.0,43.0,51.7,13.0,9.9,593.0,0.0,593.0,592.8,0.0,98.0,2.0,0.0,-33.91059661,151.0850641
2024,41613,46472.0,6472.0,Granville Boys High School,Granville,NSW,2142,Government,Secondary,School Single Entity,Individual Reporting,https://granvilleb-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,951.0,25.0,56.0,22.0,15.0,7.0,55.0,59.2,17.0,14.7,768.0,0.0,768.0,764.2,1.0,96.0,4.0,0.0,-33.834618,151.008817
2024,41614,47796.0,7796.0,Birrong Girls High School,Birrong,NSW,2143,Government,Secondary,School Single Entity,Individual Reporting,https://birronggir-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,948.0,24.0,57.0,25.0,13.0,5.0,68.0,62.0,18.0,11.1,703.0,703.0,0.0,703.0,1.0,94.0,6.0,0.0,-33.88948,151.025708
2024,41615,46338.0,6338.0,Wiley Park Girls High School,Punchbowl,NSW,2196,Government,Secondary,School Single Entity,Individual Reporting,https://wileyparkg-h.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,7-12,Major Cities,951.0,25.0,55.0,26.0,13.0,6.0,57.0,56.3,19.0,14.5,588.0,588.0,0.0,587.6,1.0,95.0,5.0,0.0,-33.924164,151.066932
2024,41616,50761.0,10761.0,Bilpin Public School,Bilpin,NSW,2758,Government,Primary,School Single Entity,Individual Reporting,https://bilpin-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1020.0,56.0,29.0,29.0,26.0,16.0,5.0,5.0,4.0,1.4,39.0,19.0,20.0,39.0,5.0,15.0,85.0,0.0,-33.497331,150.516765
2024,41617,50873.0,10873.0,Blackheath Public School,Blackheath,NSW,2785,Government,Primary,School Single Entity,Individual Reporting,https://blackheath-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1057.0,71.0,17.0,26.0,28.0,30.0,18.0,15.2,4.0,2.5,283.0,145.0,138.0,283.0,6.0,12.0,88.0,0.0,-33.639284,150.285831
2024,41618,45309.0,5309.0,Blaxland Public School,Blaxland,NSW,2774,Government,Primary,School Single Entity,Individual Reporting,https://blaxland-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1061.0,72.0,15.0,27.0,29.0,29.0,10.0,9.3,5.0,1.9,151.0,83.0,68.0,151.0,7.0,16.0,84.0,0.0,-33.737103,150.603489
2024,41619,50739.0,10739.0,Colo Heights Public School,Colo Heights,NSW,2756,Government,Primary,School Single Entity,Individual Reporting,https://colohts-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Outer Regional,952.0,25.0,50.0,37.0,13.0,0.0,2.0,3.3,4.0,0.9,24.0,10.0,14.0,24.0,4.0,13.0,88.0,0.0,-33.372972,150.739776
2024,41620,56153.0,16153.0,Burnside Public School,North Parramatta,NSW,2151,Government,Primary,School Single Entity,Individual Reporting,https://burnside-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1118.0,89.0,8.0,18.0,28.0,46.0,14.0,12.9,1.0,2.4,218.0,104.0,114.0,218.0,1.0,59.0,41.0,0.0,-33.79258,151.018316
2024,41621,50738.0,10738.0,Cattai Public School,Cattai,NSW,2756,Government,Primary,School Single Entity,Individual Reporting,https://cattai-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1002.0,48.0,34.0,38.0,18.0,10.0,5.0,4.0,5.0,1.4,56.0,28.0,28.0,56.0,5.0,13.0,88.0,0.0,-33.558762,150.906904
2024,41622,50796.0,10796.0,Colyton Public School,Mount Druitt,NSW,2770,Government,Primary,School Single Entity,Individual Reporting,https://colyton-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1009.0,51.0,32.0,25.0,27.0,17.0,42.0,44.4,6.0,4.7,779.0,407.0,372.0,779.0,6.0,76.0,24.0,0.0,-33.777199,150.81316
2024,41623,50762.0,10762.0,Comleroy Road Public School,Kurrajong,NSW,2758,Government,Primary,School Single Entity,Individual Reporting,https://comleroyrd-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,997.0,46.0,32.0,39.0,24.0,5.0,8.0,10.1,4.0,2.1,149.0,73.0,76.0,149.0,5.0,11.0,89.0,0.0,-33.506475,150.69763
2024,41624,50791.0,10791.0,Doonside Public School,Doonside,NSW,2767,Government,Primary,School Single Entity,Individual Reporting,https://doonside-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,P-6,Major Cities,916.0,14.0,58.0,25.0,13.0,3.0,22.0,22.7,12.0,8.7,263.0,102.0,161.0,263.0,20.0,67.0,33.0,0.0,-33.76495704,150.8714034
2024,41625,50788.0,10788.0,Eastern Creek Public School,Eastern Creek,NSW,2766,Government,Primary,School Single Entity,Individual Reporting,https://easterncrk-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,P-6,Major Cities,974.0,35.0,39.0,27.0,24.0,10.0,22.0,17.4,7.0,3.8,255.0,127.0,128.0,255.0,13.0,60.0,40.0,0.0,-33.787013,150.852624
2024,41626,50740.0,10740.0,Ebenezer Public School,Ebenezer,NSW,2756,Government,Primary,School Single Entity,Individual Reporting,https://ebenezer-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,969.0,33.0,41.0,40.0,14.0,6.0,9.0,10.4,4.0,1.7,91.0,36.0,55.0,91.0,11.0,12.0,88.0,0.0,-33.530917,150.876774
2024,41627,50695.0,10695.0,Emu Plains Public School,Emu Plains,NSW,2750,Government,Primary,School Single Entity,Individual Reporting,https://emuplains-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,997.0,45.0,33.0,32.0,23.0,12.0,29.0,25.2,8.0,5.1,413.0,183.0,230.0,413.0,11.0,12.0,88.0,0.0,-33.755617,150.657739
2024,41628,47866.0,7866.0,Excelsior Public School,Castle Hill,NSW,2154,Government,Primary,School Single Entity,Individual Reporting,https://excelsior-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1150.0,95.0,3.0,9.0,27.0,61.0,39.0,32.8,4.0,4.1,582.0,267.0,315.0,582.0,0.0,71.0,29.0,0.0,-33.740444,150.990408
2024,41629,50742.0,10742.0,Freemans Reach Public School,Freemans Reach,NSW,2756,Government,Primary,School Single Entity,Individual Reporting,https://freemanrch-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,969.0,33.0,42.0,39.0,16.0,3.0,12.0,10.8,5.0,2.0,176.0,89.0,87.0,176.0,9.0,8.0,92.0,0.0,-33.558697,150.799309
2024,41630,47805.0,7805.0,Girraween Public School,Girraween,NSW,2145,Government,Primary,School Single Entity,Individual Reporting,https://girraween-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1134.0,92.0,5.0,10.0,30.0,56.0,82.0,76.3,12.0,9.9,1132.0,572.0,560.0,1132.0,0.0,97.0,3.0,0.0,-33.79978665,150.9504057
2024,41631,50832.0,10832.0,Glenbrook Public School,Glenbrook,NSW,2773,Government,Primary,School Single Entity,Individual Reporting,https://glenbrook-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1109.0,87.0,6.0,17.0,34.0,43.0,21.0,18.8,6.0,2.9,355.0,176.0,179.0,355.0,3.0,14.0,86.0,0.0,-33.765996,150.621286
2024,41632,50744.0,10744.0,Glossodia Public School,Glossodia,NSW,2756,Government,Primary,School Single Entity,Individual Reporting,https://glossodia-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,949.0,24.0,50.0,34.0,14.0,3.0,14.0,12.0,4.0,2.0,188.0,96.0,92.0,188.0,11.0,1.0,99.0,0.0,-33.530504,150.765471
2024,41633,47807.0,7807.0,Greystanes Public School,Greystanes,NSW,2145,Government,Primary,School Single Entity,Individual Reporting,https://greystanes-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1076.0,77.0,14.0,23.0,31.0,32.0,28.0,30.2,7.0,4.1,552.0,274.0,278.0,552.0,1.0,72.0,28.0,0.0,-33.828043,150.941111
2024,41634,47858.0,7858.0,Kellyville Public School,Kellyville,NSW,2155,Government,Primary,School Single Entity,Individual Reporting,https://kellyville-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1131.0,92.0,4.0,14.0,29.0,53.0,49.0,45.6,11.0,5.2,868.0,399.0,469.0,868.0,0.0,67.0,33.0,0.0,-33.711052,150.957887
2024,41635,45849.0,5849.0,Kingswood Public School,Kingswood,NSW,2747,Government,Primary,School Single Entity,Individual Reporting,https://kingswood-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1052.0,69.0,21.0,17.0,30.0,33.0,31.0,29.6,9.0,4.0,519.0,248.0,271.0,519.0,8.0,73.0,27.0,0.0,-33.765884,150.726509
2024,41636,50759.0,10759.0,Kurmond Public School,Kurmond,NSW,2757,Government,Primary,School Single Entity,Individual Reporting,https://kurmond-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,993.0,43.0,35.0,36.0,21.0,8.0,9.0,9.1,4.0,2.8,129.0,61.0,68.0,129.0,5.0,9.0,91.0,0.0,-33.549715,150.692309
2024,41637,50768.0,10768.0,Kurrajong Public School,Kurrajong,NSW,2758,Government,Primary,School Single Entity,Individual Reporting,https://kurrajong-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1044.0,66.0,17.0,30.0,34.0,19.0,13.0,10.7,4.0,2.0,150.0,73.0,77.0,150.0,7.0,8.0,92.0,0.0,-33.555196,150.662653
2024,41638,50764.0,10764.0,Kurrajong East Public School,East Kurrajong,NSW,2758,Government,Primary,School Single Entity,Individual Reporting,https://kurrajonge-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,972.0,34.0,48.0,31.0,15.0,5.0,5.0,5.1,4.0,1.4,87.0,39.0,48.0,87.0,7.0,5.0,95.0,0.0,-33.51126419,150.7777267
2024,41639,50766.0,10766.0,Kurrajong North Public School,Kurrajong Hills,NSW,2758,Government,Primary,School Single Entity,Individual Reporting,https://kurrajongn-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1025.0,58.0,16.0,32.0,38.0,14.0,4.0,4.0,3.0,1.5,68.0,36.0,32.0,68.0,12.0,9.0,91.0,0.0,-33.54201269,150.6390358
2024,41640,50871.0,10871.0,Lawson Public School,Lawson,NSW,2783,Government,Primary,School Single Entity,Individual Reporting,https://lawson-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1021.0,56.0,25.0,25.0,27.0,23.0,16.0,16.0,7.0,5.4,204.0,90.0,114.0,204.0,15.0,9.0,91.0,0.0,-33.721217,150.428243
2024,41641,50868.0,10868.0,Leura Public School,Leura,NSW,2780,Government,Primary,School Single Entity,Individual Reporting,https://leura-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1053.0,70.0,19.0,25.0,27.0,29.0,15.0,16.0,5.0,3.4,222.0,112.0,110.0,222.0,8.0,19.0,81.0,0.0,-33.711151,150.336733
2024,41642,50771.0,10771.0,Llandilo Public School,Llandilo,NSW,2747,Government,Primary,School Single Entity,Individual Reporting,https://llandilo-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,943.0,22.0,55.0,30.0,12.0,3.0,13.0,12.6,4.0,2.4,195.0,96.0,99.0,195.0,12.0,21.0,79.0,0.0,-33.707237,150.751783
2024,41643,50728.0,10728.0,Londonderry Public School,Londonderry,NSW,2753,Government,Primary,School Single Entity,Individual Reporting,https://londonderr-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,957.0,28.0,48.0,33.0,15.0,5.0,15.0,13.6,7.0,3.4,201.0,88.0,113.0,201.0,14.0,15.0,85.0,0.0,-33.647454,150.736905
2024,41644,45331.0,5331.0,Luddenham Public School,Luddenham,NSW,2745,Government,Primary,School Single Entity,Individual Reporting,https://luddenham-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,929.0,17.0,57.0,34.0,9.0,1.0,3.0,2.8,3.0,1.3,35.0,19.0,16.0,35.0,26.0,14.0,86.0,0.0,-33.881331,150.691523
2024,41645,48696.0,8696.0,Macdonald Valley Public School,Central Macdonald,NSW,2775,Government,Primary,School Single Entity,Individual Reporting,https://macdonaldv-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1040.0,64.0,27.0,27.0,22.0,24.0,1.0,1.6,5.0,1.2,8.0,4.0,4.0,8.0,0.0,11.0,89.0,0.0,-33.321271,150.971993
2024,41646,50783.0,10783.0,Maraylya Public School,Maraylya,NSW,2765,Government,Primary,School Single Entity,Individual Reporting,https://maraylya-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1015.0,53.0,23.0,40.0,24.0,13.0,8.0,7.4,2.0,1.7,115.0,53.0,62.0,115.0,10.0,7.0,93.0,0.0,-33.592681,150.916264
2024,41647,50747.0,10747.0,Maroota Public School,Maroota,NSW,2756,Government,Primary,School Single Entity,Individual Reporting,https://maroota-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,963.0,30.0,43.0,32.0,14.0,12.0,2.0,2.7,2.0,0.9,31.0,14.0,17.0,31.0,13.0,23.0,77.0,0.0,-33.455283,150.99365
2024,41648,50784.0,10784.0,Marsden Park Public School,Marsden Park,NSW,2765,Government,Primary,School Single Entity,Individual Reporting,https://marsdenpk-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1063.0,73.0,16.0,20.0,33.0,31.0,12.0,13.0,3.0,2.6,230.0,111.0,119.0,230.0,5.0,72.0,28.0,0.0,-33.696425,150.833642
2024,41649,47825.0,7825.0,The Meadows Public School,Seven Hills,NSW,2147,Government,Primary,School Single Entity,Individual Reporting,https://themeadows-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,978.0,37.0,40.0,24.0,26.0,11.0,26.0,27.7,10.0,4.8,343.0,166.0,177.0,343.0,9.0,71.0,29.0,0.0,-33.781621,150.943263
2024,41650,50875.0,10875.0,Megalong Public School,Megalong Valley,NSW,2785,Government,Primary,School Single Entity,Individual Reporting,https://megalong-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1067.0,74.0,0.0,33.0,50.0,17.0,1.0,1.5,2.0,1.0,6.0,5.0,1.0,6.0,0.0,0.0,100.0,0.0,-33.715301,150.232582
2024,41651,50881.0,10881.0,Mount Victoria Public School,Mount Victoria,NSW,2786,Government,Primary,School Single Entity,Individual Reporting,https://mtvictoria-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,1046.0,66.0,23.0,30.0,21.0,26.0,4.0,5.1,2.0,2.4,59.0,32.0,27.0,59.0,2.0,13.0,87.0,0.0,-33.591334,150.253883
2024,41652,50705.0,10705.0,Mulgoa Public School,Mulgoa,NSW,2745,Government,Primary,School Single Entity,Individual Reporting,https://mulgoa-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Inner Regional,997.0,45.0,33.0,35.0,22.0,11.0,5.0,6.2,3.0,1.7,106.0,56.0,50.0,106.0,6.0,21.0,79.0,0.0,-33.83628306,150.6511697
2024,41653,47851.0,7851.0,Northmead Public School,Northmead,NSW,2152,Government,Primary,School Single Entity,Individual Reporting,https://northmead-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1075.0,77.0,12.0,23.0,35.0,30.0,38.0,36.8,10.0,4.1,636.0,302.0,334.0,636.0,1.0,53.0,47.0,0.0,-33.786511,150.990753
2024,41654,50785.0,10785.0,Oakville Public School,Oakville,NSW,2765,Government,Primary,School Single Entity,Individual Reporting,https://oakville-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1029.0,60.0,23.0,33.0,29.0,15.0,30.0,29.6,5.0,4.0,513.0,232.0,281.0,513.0,3.0,27.0,73.0,0.0,-33.620452,150.87054
2024,41655,50711.0,10711.0,Orchard Hills Public School,Orchard Hills,NSW,2748,Government,Primary,School Single Entity,Individual Reporting,https://orchardhil-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1007.0,50.0,32.0,32.0,25.0,12.0,10.0,13.5,4.0,2.3,236.0,128.0,108.0,236.0,5.0,35.0,65.0,0.0,-33.783029,150.721365
2024,41656,54743.0,14743.0,Parklea Public School,Glenwood,NSW,2768,Government,Primary,School Single Entity,Individual Reporting,https://parklea-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1086.0,80.0,12.0,20.0,32.0,37.0,43.0,39.1,12.0,8.1,616.0,293.0,323.0,616.0,3.0,63.0,38.0,0.0,-33.725885,150.93476
2024,41657,47845.0,7845.0,Parramatta Public School,Parramatta,NSW,2150,Government,Primary,School Single Entity,Individual Reporting,https://parramatta-p.schools.nsw.gov.au,NSW Department of Education,https://education.nsw.gov.au/,K-6,Major Cities,1142.0,94.0,3.0,8.0,30.0,60.0,55.0,46.3,7.0,4.7,751.0,397.0,354.0,751.0,0.0,96.0,4.0,0.0,-33.81637,151.007738
