Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%),Latitude,Longitude
2024,45678,41117.0,1117.0,St Liborius' School,Eaglehawk,VIC,3556,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sleaglehawk.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1018.0,55.0,30.0,33.0,23.0,13.0,28.0,21.3,13.0,8.2,255.0,121.0,134.0,255.0,7.0,5.0,95.0,0.0,-36.723477,144.25729
2024,45679,54006.0,14006.0,Damascus College,Mount Clear,VIC,3350,Catholic,Secondary,School Head Campus,Individual Reporting,http://www.damascus.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1056.0,70.0,16.0,33.0,30.0,21.0,115.0,103.2,65.0,55.0,1193.0,656.0,537.0,1193.0,1.0,2.0,98.0,0.0,-37.611456,143.870347
2024,45681,41149.0,1149.0,St Mary's School,Castlemaine,VIC,3450,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smcastlemaine.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1051.0,69.0,17.0,30.0,29.0,24.0,13.0,9.1,9.0,4.9,78.0,36.0,42.0,78.0,0.0,7.0,93.0,0.0,-37.063688,144.22084
2024,45682,40922.0,922.0,Sacred Heart College,Kyneton,VIC,3444,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.shckyneton.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1072.0,76.0,11.0,28.0,33.0,28.0,82.0,70.5,49.0,38.3,846.0,451.0,395.0,845.2,1.0,3.0,97.0,0.0,-37.252887,144.458821
2024,45683,40907.0,907.0,St Ambrose's School,Woodend,VIC,3442,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sawoodend.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1114.0,88.0,6.0,17.0,31.0,46.0,21.0,15.7,12.0,6.8,221.0,101.0,120.0,221.0,1.0,10.0,90.0,0.0,-37.35779241,144.53049
2024,45684,41053.0,1053.0,St Joseph's School,Charlton,VIC,3525,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjcharlton.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,1019.0,55.0,28.0,26.0,33.0,14.0,5.0,4.0,4.0,1.9,34.0,16.0,18.0,33.2,3.0,13.0,88.0,0.0,-36.271944,143.351813
2024,45685,40943.0,943.0,Sacred Heart School,Tatura,VIC,3616,Catholic,Primary,School Single Entity,Individual Reporting,http://www.shtatura.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1034.0,62.0,22.0,34.0,28.0,16.0,21.0,18.9,8.0,5.0,242.0,114.0,128.0,242.0,3.0,7.0,93.0,0.0,-36.439826,145.223919
2024,45686,41225.0,1225.0,St Paul's School,Coburg,VIC,3058,Catholic,Primary,School Single Entity,Individual Reporting,http://www.spcoburg.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1108.0,86.0,9.0,17.0,29.0,45.0,22.0,17.9,8.0,5.5,210.0,97.0,113.0,209.6,1.0,33.0,67.0,0.0,-37.738929,144.967855
2024,45687,40956.0,956.0,St Andrew's School,Werribee,VIC,3030,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sawerribee.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1015.0,53.0,32.0,26.0,25.0,17.0,27.0,24.7,17.0,12.9,302.0,147.0,155.0,302.0,2.0,53.0,47.0,0.0,-37.901411,144.651224
2024,45688,40990.0,990.0,St Brigid's School,Gisborne,VIC,3437,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sbgisborne.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1069.0,75.0,10.0,30.0,35.0,25.0,22.0,18.0,13.0,10.0,210.0,102.0,108.0,210.0,1.0,9.0,91.0,0.0,-37.490906,144.590088
2024,45689,40890.0,890.0,Our Lady of Mount Carmel School,Sunbury,VIC,3429,Catholic,Primary,School Single Entity,Individual Reporting,http://www.olmcsunbury.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1064.0,74.0,13.0,32.0,32.0,23.0,26.0,20.0,16.0,9.2,271.0,132.0,139.0,271.0,0.0,8.0,92.0,0.0,-37.58004,144.736305
2024,45690,41073.0,1073.0,St Joseph's School,Chiltern,VIC,3683,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjchiltern.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,973.0,34.0,48.0,34.0,13.0,5.0,5.0,4.2,4.0,2.5,32.0,17.0,15.0,32.0,3.0,0.0,100.0,0.0,-36.145981,146.607065
2024,45691,41169.0,1169.0,St Mary's School,Rutherglen,VIC,3685,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smrutherglen.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,994.0,44.0,38.0,36.0,22.0,4.0,11.0,7.6,8.0,4.8,105.0,56.0,49.0,105.0,5.0,0.0,100.0,0.0,-36.050422,146.462975
2024,45692,41160.0,1160.0,St Mary's School,Inglewood,VIC,3517,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sminglewood.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,971.0,34.0,38.0,44.0,19.0,0.0,4.0,3.2,3.0,2.0,16.0,6.0,10.0,16.0,6.0,0.0,100.0,0.0,-36.571137,143.872485
2024,45693,40787.0,787.0,FCJ College,Benalla,VIC,3672,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.fcjbenalla.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1035.0,62.0,19.0,36.0,32.0,13.0,48.0,44.5,23.0,18.5,460.0,240.0,220.0,458.6,2.0,6.0,94.0,0.0,-36.552769,145.975389
2024,45694,41214.0,1214.0,St Patrick's School,Pakenham,VIC,3810,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stppakenham.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,985.0,40.0,40.0,30.0,19.0,10.0,27.0,23.5,19.0,11.3,357.0,168.0,189.0,356.4,2.0,62.0,38.0,0.0,-38.06938466,145.4745267
2024,45695,40931.0,931.0,Sacred Heart Primary School,Yarrawonga,VIC,3730,Catholic,Primary,School Head Campus,Individual Reporting,http://www.shyarrawonga.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1043.0,65.0,18.0,33.0,32.0,16.0,33.0,29.1,18.0,13.4,420.0,196.0,224.0,420.0,2.0,2.0,98.0,0.0,-36.012792,146.013765
2024,45696,41298.0,1298.0,Xavier College,Kew,VIC,3101,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.xavier.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-12,Major Cities,1160.0,97.0,1.0,7.0,25.0,66.0,220.0,202.1,151.0,123.5,1558.0,0.0,1558.0,1558.0,1.0,12.0,88.0,0.0,-37.813858,145.031105
2024,45699,41089.0,1089.0,St Joseph's School,Penshurst,VIC,3289,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjpenshurst.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,980.0,38.0,42.0,41.0,16.0,1.0,4.0,3.7,4.0,2.0,21.0,9.0,12.0,21.0,10.0,0.0,100.0,0.0,-37.87750896,142.2897792
2024,45700,40843.0,843.0,Marian College,Ararat,VIC,3377,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.mcararat.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1023.0,57.0,24.0,34.0,29.0,12.0,34.0,32.4,31.0,25.0,380.0,206.0,174.0,380.0,3.0,1.0,99.0,0.0,-37.284744,142.937766
2024,45701,40929.0,929.0,Sacred Heart School,Casterton,VIC,3311,Catholic,Primary,School Single Entity,Individual Reporting,http://www.shcasterton.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,967.0,32.0,49.0,35.0,11.0,5.0,5.0,3.9,4.0,2.3,30.0,17.0,13.0,30.0,0.0,7.0,93.0,0.0,-37.586013,141.413634
2024,45702,40979.0,979.0,St Bernard's School,Bacchus Marsh,VIC,3340,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sbbacchusmarsh.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1021.0,56.0,28.0,34.0,27.0,11.0,32.0,26.5,16.0,11.0,315.0,169.0,146.0,315.0,2.0,11.0,89.0,0.0,-37.672269,144.43486
2024,45703,41209.0,1209.0,St Patrick's School,Koroit,VIC,3282,Catholic,Primary,School Single Entity,Individual Reporting,http://www.spkoroit.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1039.0,64.0,14.0,41.0,32.0,13.0,12.0,8.0,7.0,4.0,102.0,54.0,48.0,102.0,2.0,1.0,99.0,0.0,-38.29971836,142.3688859
2024,45704,40739.0,739.0,Academy of Mary Immaculate,Fitzroy,VIC,3065,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.academy.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1075.0,77.0,13.0,20.0,35.0,31.0,68.0,55.2,27.0,21.7,632.0,632.0,0.0,632.0,0.0,38.0,62.0,0.0,-37.803711,144.974409
2024,45705,40935.0,935.0,Sacred Heart School,Fitzroy,VIC,3065,Catholic,Primary,School Single Entity,Individual Reporting,http://www.shsfitzroy.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,940.0,21.0,59.0,27.0,12.0,2.0,18.0,15.2,12.0,8.7,157.0,70.0,87.0,157.0,0.0,94.0,6.0,0.0,-37.802049,144.978524
2024,45706,40869.0,869.0,Mount Lilydale Mercy College,Lilydale,VIC,3140,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.mlmc.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1044.0,66.0,18.0,34.0,32.0,16.0,139.0,127.7,79.0,64.5,1521.0,779.0,742.0,1521.0,2.0,3.0,97.0,0.0,-37.75075881,145.3577545
2024,45707,41198.0,1198.0,St Monica's School,Footscray,VIC,3011,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smfootscray.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1064.0,74.0,21.0,23.0,27.0,29.0,15.0,11.0,8.0,3.7,88.0,37.0,51.0,88.0,0.0,73.0,27.0,0.0,-37.801162,144.906837
2024,45708,40966.0,966.0,St Augustine's School,Yarraville,VIC,3013,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sayarraville.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1128.0,91.0,3.0,16.0,34.0,48.0,16.0,12.4,7.0,3.9,152.0,68.0,84.0,151.6,3.0,25.0,75.0,0.0,-37.81373057,144.8902973
2024,45709,41194.0,1194.0,St Michael and John's Primary School,Horsham,VIC,3400,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smjhorsham.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,1042.0,65.0,19.0,33.0,28.0,20.0,22.0,18.6,17.0,11.8,293.0,145.0,148.0,293.0,2.0,10.0,90.0,0.0,-36.71400221,142.2039894
2024,45710,41054.0,1054.0,Trinity College Colac,Colac,VIC,3250,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.tcc.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1014.0,53.0,30.0,36.0,23.0,10.0,77.0,69.2,53.0,37.8,749.0,387.0,362.0,749.0,2.0,9.0,91.0,0.0,-38.35120596,143.5787435
2024,45711,41152.0,1152.0,St Mary's School,Colac,VIC,3250,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smcolac.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1025.0,58.0,23.0,35.0,30.0,12.0,25.0,20.4,18.0,10.8,271.0,132.0,139.0,269.6,2.0,19.0,81.0,0.0,-38.334734,143.585404
2024,45712,40822.0,822.0,Kilbreda College,Mentone,VIC,3194,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.kilbreda.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1076.0,77.0,9.0,29.0,36.0,26.0,95.0,83.5,51.0,44.1,921.0,921.0,0.0,921.0,1.0,12.0,88.0,0.0,-37.984153,145.065712
2024,45713,40909.0,909.0,Padua College,Mornington,VIC,3931,Catholic,Secondary,School Head Campus,Rolled Reporting,https://padua.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1063.0,73.0,12.0,31.0,35.0,21.0,214.0,199.2,181.0,140.0,2529.0,1283.0,1246.0,2529.0,1.0,4.0,96.0,0.0,-38.21825666,145.0720043
2024,45715,44767.0,4767.0,Notre Dame College,Shepparton,VIC,3630,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.notredame.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1028.0,59.0,24.0,35.0,27.0,14.0,158.0,144.0,124.0,101.8,1649.0,819.0,830.0,1648.6,3.0,12.0,88.0,0.0,-36.37470646,145.4076363
2024,45717,40928.0,928.0,Sacred Heart College,Yarrawonga,VIC,3730,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.shcyarrawonga.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1020.0,56.0,25.0,37.0,27.0,10.0,32.0,28.5,17.0,12.3,252.0,134.0,118.0,252.0,1.0,3.0,97.0,0.0,-36.008887,146.009947
2024,45718,41042.0,1042.0,St John's School,Clifton Hill,VIC,3068,Catholic,,School Single Entity,Individual Reporting,http://www.sjcliftonhill.catholic.edu.au,,,Prep-6,Major Cities,,,,,,,,,,,,,,,,,,,-37.79007229,144.9885979
2024,45719,41086.0,1086.0,St Joseph's School,Numurkah,VIC,3636,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjnumurkah.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,996.0,45.0,36.0,37.0,19.0,8.0,28.0,22.2,19.0,12.4,231.0,107.0,124.0,229.8,5.0,4.0,96.0,0.0,-36.08646,145.443605
2024,45720,41101.0,1101.0,St Joseph's School,Warrnambool,VIC,3280,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjwarrnambool.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1061.0,72.0,14.0,30.0,31.0,24.0,52.0,41.1,31.0,20.9,613.0,273.0,340.0,613.0,0.0,8.0,92.0,0.0,-38.372486,142.486144
2024,45721,53938.0,13938.0,Saint Ignatius College Geelong,Drysdale,VIC,3222,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.ignatius.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1077.0,78.0,10.0,27.0,35.0,28.0,132.0,125.2,60.0,49.9,1424.0,691.0,733.0,1424.0,1.0,1.0,99.0,0.0,-38.189118,144.557238
2024,45722,41146.0,1146.0,St Mary's School,Geelong,VIC,3220,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smgeelong.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1100.0,84.0,7.0,25.0,30.0,38.0,20.0,18.6,11.0,7.3,220.0,117.0,103.0,220.0,2.0,14.0,86.0,0.0,-38.153187,144.362996
2024,45723,41203.0,1203.0,St Patrick's School,Geelong West,VIC,3218,Catholic,Primary,School Single Entity,Individual Reporting,http://www.spgeelongwest.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1102.0,84.0,7.0,20.0,34.0,39.0,36.0,30.7,14.0,10.2,422.0,209.0,213.0,422.0,1.0,10.0,90.0,0.0,-38.13484,144.346041
2024,45724,44766.0,4766.0,St Monica's Primary School,Moonee Ponds,VIC,3039,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stmonicasmp.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1127.0,91.0,3.0,16.0,30.0,50.0,52.0,39.0,18.0,11.4,521.0,268.0,253.0,521.0,0.0,26.0,74.0,0.0,-37.759665,144.923184
2024,45725,41205.0,1205.0,St Patrick's School,Lilydale,VIC,3140,Catholic,Primary,School Single Entity,Individual Reporting,http://www.splilydale.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1057.0,71.0,11.0,34.0,37.0,18.0,19.0,17.2,10.0,6.0,227.0,97.0,130.0,227.0,2.0,14.0,86.0,0.0,-37.75273475,145.3526145
2024,45726,54273.0,14273.0,Catholic Ladies' College Ltd,Eltham,VIC,3095,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.clc.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1112.0,87.0,4.0,19.0,35.0,42.0,83.0,72.2,38.0,31.5,885.0,885.0,0.0,885.0,1.0,6.0,94.0,0.0,-37.711525,145.143563
2024,45727,41076.0,1076.0,St Joseph's School,Collingwood,VIC,3066,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjcollingwood.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,941.0,21.0,57.0,26.0,13.0,4.0,12.0,9.7,9.0,4.6,72.0,33.0,39.0,72.0,13.0,83.0,17.0,0.0,-37.800459,144.986388
2024,45728,41175.0,1175.0,St Mary's School,Warracknabeal,VIC,3393,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smwarracknabeal.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,1027.0,59.0,22.0,33.0,30.0,15.0,8.0,4.8,7.0,4.3,66.0,26.0,40.0,66.0,5.0,3.0,97.0,0.0,-36.25408,142.389596
2024,45729,41155.0,1155.0,St Mary's School,Echuca West,VIC,3564,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smechuca.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1045.0,66.0,18.0,33.0,31.0,18.0,47.0,38.8,26.0,18.8,605.0,300.0,305.0,605.0,5.0,7.0,93.0,0.0,-36.134259,144.725827
2024,45730,40936.0,936.0,Sacred Heart School,Kew,VIC,3101,Catholic,Primary,School Single Entity,Individual Reporting,http://www.shkew.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1165.0,97.0,1.0,9.0,23.0,66.0,19.0,15.3,6.0,3.4,190.0,88.0,102.0,189.6,0.0,15.0,85.0,0.0,-37.808169,145.03744
2024,45731,41143.0,1143.0,St Mary's School,Ararat,VIC,3377,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smararat.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1041.0,64.0,19.0,34.0,29.0,19.0,12.0,9.0,9.0,6.0,123.0,56.0,67.0,123.0,2.0,13.0,87.0,0.0,-37.285536,142.939846
2024,45732,41055.0,1055.0,St Joseph's College - Brigidine Campus,Echuca,VIC,3564,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.sje.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1021.0,56.0,25.0,36.0,28.0,11.0,113.0,101.9,74.0,68.0,1091.0,614.0,477.0,1089.4,4.0,7.0,93.0,0.0,-36.118067,144.743373
2024,45733,41206.0,1206.0,St Patrick's School,Port Fairy,VIC,3284,Catholic,Primary,School Single Entity,Individual Reporting,http://www.spportfairy.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1068.0,75.0,8.0,32.0,34.0,26.0,17.0,12.5,11.0,7.1,179.0,91.0,88.0,179.0,1.0,6.0,94.0,0.0,-38.38612553,142.2316746
2024,45734,41094.0,1094.0,St Joseph's School,Rochester,VIC,3561,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjrochester.catholic.edu.au/,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,993.0,43.0,40.0,35.0,22.0,4.0,11.0,9.0,10.0,7.6,102.0,55.0,47.0,102.0,1.0,0.0,100.0,0.0,-36.36476136,144.701175
2024,45735,40951.0,951.0,St Aloysius College,North Melbourne,VIC,3051,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.aloysius.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1114.0,88.0,8.0,15.0,30.0,46.0,52.0,49.0,21.0,17.0,560.0,414.0,146.0,560.0,0.0,35.0,65.0,0.0,-37.792892,144.942875
2024,45736,57978.0,17978.0,All Saints Parish School,Portland,VIC,3305,Catholic,Primary,School Single Entity,Individual Reporting,http://www.asportland.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,1009.0,51.0,32.0,35.0,21.0,12.0,25.0,21.1,18.0,9.7,250.0,140.0,110.0,249.2,6.0,6.0,94.0,0.0,-38.359474,141.592786
2024,45737,41202.0,1202.0,Catholic College Sale,Sale,VIC,3850,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.ccsale.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1005.0,49.0,33.0,36.0,22.0,9.0,79.0,72.6,53.0,44.1,903.0,459.0,444.0,903.0,1.0,1.0,99.0,0.0,-38.108707,147.063779
2024,45739,56139.0,16139.0,St Augustine's College,Kyabram,VIC,3620,Catholic,Combined,School Single Entity,Individual Reporting,http://www.sakyabram.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-12,Inner Regional,1015.0,54.0,28.0,36.0,26.0,10.0,69.0,64.4,39.0,32.1,687.0,359.0,328.0,686.6,5.0,8.0,92.0,0.0,-36.30955,145.044713
2024,45740,40877.0,877.0,Our Holy Redeemer School,Surrey Hills,VIC,3127,Catholic,Primary,School Single Entity,Individual Reporting,http://www.ohrsurreyhills.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1163.0,97.0,1.0,6.0,28.0,65.0,21.0,13.1,6.0,4.7,186.0,80.0,106.0,186.0,0.0,32.0,68.0,0.0,-37.820319,145.100085
2024,45742,40900.0,900.0,Our Lady of the Sacred Heart Primary,Elmore,VIC,3558,Catholic,Primary,School Single Entity,Individual Reporting,http://www.olshelmore.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1028.0,59.0,21.0,31.0,39.0,9.0,5.0,4.8,5.0,2.5,36.0,17.0,19.0,36.0,8.0,5.0,95.0,0.0,-36.493024,144.615615
2024,45743,41062.0,1062.0,St Joseph's School,Beechworth,VIC,3747,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjbeechworth.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1105.0,85.0,5.0,20.0,35.0,40.0,13.0,8.3,7.0,3.2,84.0,43.0,41.0,84.0,0.0,9.0,91.0,0.0,-36.360065,146.682811
2024,45744,41075.0,1075.0,St Joseph's School,Coleraine,VIC,3315,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjcoleraine.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,1011.0,52.0,38.0,23.0,25.0,15.0,5.0,4.6,5.0,3.2,41.0,16.0,25.0,41.0,5.0,0.0,100.0,0.0,-37.605385,141.694727
2024,45745,42077.0,2077.0,Mercy Regional College,Camperdown,VIC,3260,Catholic,Secondary,School Head Campus,Rolled Reporting,https://www.mercy.vic.edu.au/,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1020.0,56.0,22.0,40.0,29.0,9.0,40.0,33.2,33.0,22.4,347.0,180.0,167.0,346.8,1.0,2.0,98.0,0.0,-38.234124,143.140746
2024,45747,41207.0,1207.0,St Patrick's School,Camperdown,VIC,3260,Catholic,Primary,School Single Entity,Individual Reporting,http://www.spcamperdown.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1031.0,61.0,23.0,33.0,29.0,14.0,26.0,19.6,19.0,10.3,240.0,120.0,120.0,240.0,1.0,4.0,96.0,0.0,-38.235033,143.138999
2024,45748,54274.0,14274.0,St Columba's College,Essendon,VIC,3040,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.columba.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1107.0,86.0,6.0,19.0,35.0,40.0,86.0,79.1,56.0,43.9,1028.0,1028.0,0.0,1028.0,0.0,21.0,79.0,0.0,-37.757202,144.91429
2024,45749,41187.0,1187.0,St Michael's School,Daylesford,VIC,3460,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smdaylesford.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1066.0,74.0,9.0,32.0,34.0,24.0,9.0,7.0,8.0,4.3,83.0,35.0,48.0,83.0,0.0,10.0,90.0,0.0,-37.337239,144.151361
2024,45750,41157.0,1157.0,St Mary's School,Hamilton,VIC,3300,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smhamilton.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1036.0,63.0,23.0,32.0,25.0,20.0,20.0,16.1,11.0,7.1,246.0,127.0,119.0,246.0,5.0,12.0,88.0,0.0,-37.74114026,142.0509125
