Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
2024,45842,40930,930,Sacred Heart School,Oakleigh,VIC,3166,Catholic,Primary,School Single Entity,Individual Reporting,http://www.shoakleigh.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1137,93,4,13,27,56,20,16,9,5.8,202,118,84,202,0,58,42,0
2024,45843,41130,1130,St Mark's School,Fawkner,VIC,3060,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smfawkner.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1065,74,17,25,30,27,18,13.6,13,7.3,154,83,71,154,3,55,45,0
2024,45844,41049,1049,St John the Baptist School,Ferntree Gully,VIC,3156,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjferntreegully.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1083,79,8,27,36,29,23,18.7,8,3.8,207,102,105,207,2,21,79,0
2024,45845,41048,1048,St John's School,Mitcham,VIC,3132,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjmitcham.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1122,90,6,18,28,49,17,13.2,13,7.9,157,88,69,156.4,3,39,61,0
2024,45846,41165,1165,St Mary's School,Mooroopna,VIC,3629,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smmooroopna.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,987,41,41,36,18,5,23,19.5,21,15.1,284,132,152,283.2,18,13,87,0
2024,45847,41240,1240,St Raphael's School,Preston West,VIC,3072,Catholic,Primary,School Single Entity,Individual Reporting,http://www.srprestonwest.catholic.edu.au/,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1099,84,6,23,35,36,22,19,12,6.8,280,121,159,280,0,30,70,0
2024,45848,56108,16108,St Kevin's College,Toorak,VIC,3142,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.stkevins.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-12,Major Cities,1191,99,1,5,19,76,269,219.8,167,123.5,2116,0,2116,2116,1,12,88,0
2024,45851,41047,1047,St John the Baptist's School,Koo Wee Rup,VIC,3981,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stjohnskwr.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1010,51,29,42,23,7,19,14.2,11,6.7,206,112,94,206,3,9,91,0
2024,45852,41261,1261,St Vincent de Paul's School,Strathmore,VIC,3041,Catholic,Primary,School Single Entity,Individual Reporting,http://www.svstrathmore.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1124,90,4,16,32,48,31,26.1,21,11,431,210,221,431,0,24,76,0
2024,45853,54099,14099,St Joseph's College Geelong,Newtown,VIC,3220,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.sjc.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1076,77,10,27,35,28,164,150.5,115,88.5,1726,0,1726,1725.4,1,9,91,0
2024,45854,41096,1096,St Joseph's School,Springvale,VIC,3171,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjspringvale.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1006,50,34,32,24,11,49,41.2,24,17.1,542,271,271,542,0,95,5,0
2024,45855,55688,15688,St Bede's College,Mentone,VIC,3194,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.stbedes.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1095,83,7,23,34,36,179,164.9,92,74.1,1876,0,1876,1875.6,0,9,91,0
2024,45856,40809,809,Holy Name School,Reservoir,VIC,3073,Catholic,Primary,School Single Entity,Individual Reporting,http://www.hnpe.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1077,78,10,25,37,28,23,17.2,14,7.5,214,101,113,214,0,48,52,0
2024,45857,50941,10941,Siena College Ltd,Camberwell,VIC,3124,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.siena.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1143,94,3,10,29,59,77,70.4,46,37.2,733,733,0,733,1,9,91,0
2024,45858,40981,981,St Bernard's School,Coburg,VIC,3058,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stbernardscoburg.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1116,88,8,17,31,44,20,14.9,5,3,162,66,96,162,1,12,88,0
2024,45861,40754,754,St Oliver Plunkett's School,Pascoe Vale,VIC,3044,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sopascoevale.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1091,82,7,24,34,34,30,25.7,16,10.5,352,194,158,352,1,29,71,0
2024,45862,40779,779,Corpus Christi School,Kingsville,VIC,3012,Catholic,Primary,School Single Entity,Individual Reporting,http://www.cckingsville.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1103,85,6,20,37,37,19,17,7,3.8,204,107,97,204,0,44,56,0
2024,45863,41241,1241,St Robert's School,Newtown,VIC,3220,Catholic,Primary,School Single Entity,Individual Reporting,http://www.srnewtown.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1108,86,3,20,37,40,27,23.1,19,10.6,293,137,156,293,0,4,96,0
2024,45864,53638,13638,St Bernard's College,Essendon,VIC,3040,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.sbc.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1100,84,7,22,34,38,132,123.8,68,60.4,1555,0,1555,1555,0,7,93,0
2024,45865,48789,8789,Whitefriars College,Donvale,VIC,3111,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.whitefriars.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1113,88,4,18,35,43,103,93.9,66,52.2,1041,0,1041,1041,1,8,92,0
2024,45866,41184,1184,St Michael's School,Ashburton,VIC,3147,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smashburton.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1142,94,3,12,28,57,20,16,9,5.2,214,105,109,213.4,0,42,58,0
2024,45867,41150,1150,St Mary's School,Clarkes Hill,VIC,3352,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smclarkeshill.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,990,42,38,38,19,6,4,2.9,3,1.5,16,12,4,16,0,0,100,0
2024,45868,40899,899,Our Lady of the Sacred Heart College,Bentleigh,VIC,3204,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.olsh.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1093,82,4,22,40,33,74,66.5,36,27.3,703,703,0,703,0,17,83,0
2024,45869,40973,973,St Bede's School,Balwyn North,VIC,3104,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sbedesbn.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1144,94,3,12,25,60,22,18.5,25,11.5,260,125,135,260,0,16,84,0
2024,45870,56966,16966,Salesian College Chadstone,Chadstone,VIC,3148,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.salesian.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1087,81,8,23,37,33,93,88,61,51,974,0,974,973.5,0,51,49,0
2024,45871,41213,1213,St Patrick's School,Nhill,VIC,3418,Catholic,Primary,School Single Entity,Individual Reporting,http://www.spnhill.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,976,36,40,29,25,6,6,4.7,6,4.7,60,31,29,60,3,15,85,0
2024,45872,41127,1127,St Margaret's School,East Geelong,VIC,3219,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smgeelongeast.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1057,71,17,31,28,23,21,18.9,16,9.9,228,106,122,228,3,11,89,0
2024,45873,41110,1110,St Kieran's School,Moe,VIC,3825,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stkmoe.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1002,48,33,41,20,6,21,16.5,21,10.8,242,111,131,242,4,7,93,0
2024,45874,55687,15687,Marcellin College,Bulleen,VIC,3105,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.marcellin.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Major Cities,1107,86,5,20,34,41,106,99.2,58,47.5,1173,0,1173,1173,0,4,96,0
2024,45875,40848,848,Marist-Sion College,Warragul,VIC,3820,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.mscw.vic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,7-12,Inner Regional,1026,59,22,39,28,11,102,93.3,72,57,1084,562,522,1084,3,4,96,0
2024,45876,41246,1246,St Theresa's School,Albion,VIC,3020,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stalbion.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1076,77,12,21,39,28,23,19.8,12,6.6,235,98,137,235,1,47,53,0
2024,45877,40976,976,St Bernadette's School,Ivanhoe,VIC,3079,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sbivanhoe.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1155,96,2,11,26,60,20,15.1,9,5.2,200,105,95,200,0,5,95,0
2024,45878,41004,1004,St Colman's School,Mortlake,VIC,3272,Catholic,Primary,School Single Entity,Individual Reporting,http://www.scmortlake.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1001,47,29,31,36,3,5,4.4,7,4,42,23,19,41.6,0,2,98,0
2024,45879,40947,947,St Agnes' School,Highett,VIC,3190,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sahighett.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1113,88,6,20,30,44,15,11.3,8,5.1,147,72,75,147,0,15,85,0
2024,45880,40896,896,Our Lady of the Assumption School,Cheltenham,VIC,3192,Catholic,Primary,School Single Entity,Individual Reporting,http://www.olacheltenham.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1112,87,4,19,35,42,23,19,7,4.1,258,137,121,258,0,9,91,0
2024,45881,53772,13772,Sacred Heart School,Croydon,VIC,3136,Catholic,Primary,School Single Entity,Individual Reporting,https://shcroydon.com/,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1070,76,12,26,36,26,38,34.2,24,13,460,234,226,460,1,21,79,0
2024,45882,41122,1122,St Malachy's School,Edenhope,VIC,3318,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smedenhope.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Outer Regional,1020,56,20,32,39,9,7,6.2,5,2.8,59,34,25,59,0,4,96,0
2024,45883,42177,2177,St Mary's School,Alexandra,VIC,3714,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smalexandra.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1013,53,29,36,25,11,17,12.4,10,7,138,69,69,138,4,4,96,0
2024,45884,,916,Resurrection House,Essendon,VIC,3040,Catholic,,School Single Entity,Individual Reporting,https://www.cem.edu.au/,,,Prep-6,Major Cities,,,,,,,,,,,,,,,,,,
2024,45885,40814,814,Holy Spirit School,Thornbury,VIC,3071,Catholic,Primary,School Single Entity,Individual Reporting,http://www.hsthornburyeast.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1099,84,13,17,29,42,15,11.8,11,6.1,147,76,71,147,0,54,46,0
2024,45886,40941,941,Sacred Heart School,St Albans,VIC,3021,Catholic,Primary,School Single Entity,Individual Reporting,http://www.shstalbans.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,953,25,53,21,20,5,23,21,12,9.5,296,150,146,296,1,94,6,0
2024,45887,41257,1257,St Thomas the Apostle School,Blackburn,VIC,3130,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stblackburn.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1136,93,2,14,33,51,21,15.1,16,8,206,105,101,206,0,15,85,0
2024,45888,41168,1168,St Mary's School,Rushworth,VIC,3612,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smrushworth.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,971,34,50,36,11,3,9,6,8,3.7,43,26,17,43,5,2,98,0
2024,45889,41188,1188,St Michael's School,Heyfield,VIC,3858,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stmheyfield.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Inner Regional,1005,49,28,38,31,4,11,6.4,5,3,64,29,35,63.6,5,2,98,0
2024,45890,41250,1250,St Thomas Aquinas School,Norlane,VIC,3214,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stanorlane.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,939,20,62,26,10,2,22,17.9,17,13.2,153,74,79,153,15,23,77,0
2024,45891,41238,1238,St Pius X School,Heidelberg West,VIC,3081,Catholic,Primary,School Single Entity,Individual Reporting,http://www.spxhw.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1044,66,15,36,32,18,6,5.6,5,3.4,45,20,25,45,7,24,76,0
2024,45892,41125,1125,St Margaret Mary's School,Spotswood,VIC,3015,Catholic,Primary,School Single Entity,Individual Reporting,http://www.smmspotswood.catholic.edu.au,Victorian Catholic Education Authority,https://www.vcea.catholic.edu.au/,Prep-6,Major Cities,1117,89,4,15,35,46,18,15.7,4,3.2,156,72,84,155.4,0,26,74,0
